"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This testcases test that a user can complete a job for a process having interlocks with number property and task completed trigger","36098","Test user can complete a job for a process with interlocks having number property and task completed trigger","tests.scenarios.job","Fri Dec 13 20:34:36 IST 2024","passed","Fri Dec 13 20:35:12 IST 2024","TestInterlocksExecution","test_interlocks_execution","",""
"This test case is to verify the object type display names accepting alphanumeric,hyphens and underscores values","438","This test case is to verify the object types display names accepting alphanumeric,hyphens and underscores values","tests.scenarios.ontology","Fri Dec 13 23:08:14 IST 2024","passed","Fri Dec 13 23:08:14 IST 2024","","test_object_types","",""
"This test case verifies that User should create solo task lock on task and add branching rules in the task","7720","Test to verify that User should create solo task lock on task and add branching rules in the task","tests.scenarios","Fri Dec 13 19:48:06 IST 2024","passed","Fri Dec 13 19:48:14 IST 2024","TestSoloTaskLock","test_solo_task_lock","",""
"This testcase validates the error message when the least count is breached in number parameterin global prototype","11038","Test to validate least count error message in number parameter with linked parameter value in globalprototype","tests.scenarios.job","Fri Dec 13 21:24:52 IST 2024","passed","Fri Dec 13 21:25:03 IST 2024","TestLeastCount","test_least_count_execution","",""
"This test case tests adding interlocks for all allowed object property in task with task completed trigger","14211","Test to configure interlocks for all allowed object property","tests.scenarios","Fri Dec 13 18:34:15 IST 2024","passed","Fri Dec 13 18:34:29 IST 2024","TestConfigureConditions","test_configure_conditions","",""
"These testcase test adding set relation action type at start of task","18536","Test to add Set Relation action type at start of task","tests.scenarios","Fri Dec 13 19:21:27 IST 2024","passed","Fri Dec 13 19:21:45 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test case validates error when user tries to repeat task without completing subsequentstarted task","0","Test to repeat task when subsequent task is started","tests.scenarios.job","Fri Dec 13 21:53:02 IST 2024","skipped","Fri Dec 13 21:53:02 IST 2024","TestRepeatTask","test_repeat_task","",""
"This testcases tests if values for linked parameters are updated in audit logs","19866","Verify audit logs for linked parameters","tests.scenarios.job_audits","Fri Dec 13 23:01:06 IST 2024","passed","Fri Dec 13 23:01:26 IST 2024","TestAuditLogsOfLinkedParameters","test_audit_logs_of_linked_parameters","",""
"This testcase tests that if the Create Object Task Actions gets triggered at the start of the task during job execution","17364","Test to verify that the Create Object Task Actions works as expected at the start of the task","tests.scenarios.job","Fri Dec 13 22:25:38 IST 2024","passed","Fri Dec 13 22:25:55 IST 2024","TestTaskAutomationActions","test_task_automation_actions","",""
"This test case tests unarchiving a process","1533","Test to unarchive a process","tests.scenarios","Fri Dec 13 19:04:29 IST 2024","passed","Fri Dec 13 19:04:31 IST 2024","TestProcess","test_processes","",""
"This test case tests that a user can complete a job for a process having interlocks and task actions configured on the same task","20348","Test user can complete a job for a process with interlocks and task action automations configured on the same task","tests.scenarios.job","Fri Dec 13 20:50:23 IST 2024","passed","Fri Dec 13 20:50:43 IST 2024","TestInterlocksExecution","test_interlocks_execution","",""
"This testcase tests adding branching rules in single select dropdown parameter with task dependency in global prototype","7978","Test to add branching rule in single select dropdown parameter with task dependency in global prototype","tests.scenarios","Fri Dec 13 18:45:55 IST 2024","passed","Fri Dec 13 18:46:03 IST 2024","TestDependencies","test_dependency","",""
"This test is to verify the execution of a job with scheduling at start task level","24875","Test to verify the execution of a job with scheduling at complete task level","tests.scenarios.job","Fri Dec 13 21:55:02 IST 2024","passed","Fri Dec 13 21:55:27 IST 2024","TestSingleSelectDropdownOptions","test_scheduling_execution","",""
"This testcase tests if set property task actions with multi resource added on task gets triggered at start of the task during job execution","30803","Test to verify that the Set Property Task Actions works as expected during execution","tests.scenarios.job","Fri Dec 13 22:32:25 IST 2024","failed","Fri Dec 13 22:32:56 IST 2024","TestTaskAutomationActions","test_task_automation_actions","",""
"This test case tests that the user gets expected error message when trying to complete task having interlocks with all allowed property and task start trigger","23071","Test to verify that user gets expected error message when trying to complete task having interlocks with all allowed property and task start trigger","tests.scenarios.job","Fri Dec 13 20:50:00 IST 2024","passed","Fri Dec 13 20:50:23 IST 2024","TestInterlocksExecution","test_interlocks_execution","",""
"This testcase tests that user can recall the parameter in with peer verification","20228","Test to verify that user can recall the parameter in with peer verification","tests.scenarios.job","Fri Dec 13 21:38:31 IST 2024","passed","Fri Dec 13 21:38:51 IST 2024","TestParameterVerification","test_parameter_verification","",""
"This test case tests complete job and verify in jobs completed tab","0","Test to complete job and verify in jobs completed tab","tests.scenarios.job","Fri Dec 13 21:12:23 IST 2024","skipped","Fri Dec 13 21:12:23 IST 2024","TestJobExecution","test_job_execution","",""
"This test case tests adding all parameters to checklist and publish it","14887","Test to create a new process with all the Parameters mapped to the task and publish it","tests.scenarios","Fri Dec 13 19:05:31 IST 2024","passed","Fri Dec 13 19:05:46 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test is to verify audit logs for bulk self verification","25654","Test to verify audit logs for bulk self verification","tests.scenarios.job","Fri Dec 13 20:15:12 IST 2024","passed","Fri Dec 13 20:15:37 IST 2024","TestBulkVerificationExecution","test_bulk_verification_execution","",""
"This test case validates prototype state updates to Being Built state when recalled","6783","Test to validate prototype state changes to Being Built when recalled","tests.scenarios","Fri Dec 13 19:31:36 IST 2024","passed","Fri Dec 13 19:31:43 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test is to validate the audit logs for multi select parameter execution","1249","Test to validate audit logs for multi select parameter execution","tests.scenarios.job_audits","Fri Dec 13 23:04:54 IST 2024","failed","Fri Dec 13 23:04:55 IST 2024","TestJobActionAuditLogs","test_audits_of_parameter_execution","",""
"This testcase tests completing the job after correction is updated and approved with optional parameters","29966","Test to verify that user can initiate correction and complete the job after correction with optional parameters","tests.scenarios.job","Fri Dec 13 20:18:32 IST 2024","passed","Fri Dec 13 20:19:02 IST 2024","TestCorrectionExecution","test_correction_execution","",""
"This testcase tests that user can execute the job with least count in should be parameter with both verification enabled","0","Test to verify least count in should be parameter with both verification enabled","tests.scenarios.job","Fri Dec 13 21:17:54 IST 2024","skipped","Fri Dec 13 21:17:54 IST 2024","TestLeastCount","test_least_count_execution","",""
